metric_formula_name,business_meaning,implementation_path,line,code_snippet,inputs,outputs,edge_case_behavior,fallback_behavior,precision_behavior,duplicate_implementations,status
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,59,"def match_two_pass(self, left_df: pd.DataFrame, right_df: pd.DataFrame, left_on: str, right_on: str, exact_key: str | None=None, score_col: str='fuzzy_score', keep_unmatched: bool=True) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,61,exact_parts: list[pd.DataFrame] = [],inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,66,"logger.warning(""Duplicate values detected for exact_key '%s' in right_df; dropping duplicates to enforce one-to-one exact matching."", exact_key)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,79,fuzzy_result = pd.DataFrame(),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,80,parts = [df for df in exact_parts + [fuzzy_result] if not df.empty],inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,82,return pd.DataFrame(columns=list(left_df.columns)),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,83,"combined = pd.concat(parts, ignore_index=True)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,84,"logger.info('Two-pass: %d exact + %d fuzzy = %d total', sum((len(e) for e in exact_parts)), len(fuzzy_result), len(combined))",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,87,"def _vectorised_match(self, queries: list[str], choices: list[str], original_choices: list[str]) -> list[tuple[str, Optional[int], float]]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,89,"return [('', None, 0.0)] * len(queries)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,94,"def _rapidfuzz_match(self, queries: list[str], choices: list[str], original_choices: list[str]) -> list[tuple[str, Optional[int], float]]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,106,"def _difflib_match(self, queries: list[str], choices: list[str], original_choices: list[str]) -> list[tuple[str, Optional[int], float]]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,109,"matches = difflib.get_close_matches(query, choices, n=1, cutoff=self.threshold / 100)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,113,"score = difflib.SequenceMatcher(None, query, best_norm).ratio() * 100",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/fuzzy_matcher.py,114,"results.append((original_choices[best_idx], best_idx, score))",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,11,"def _find_col(df: pd.DataFrame, candidates: list[str]) -> Optional[str]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,19,"def __init__(self, mapping_df: pd.DataFrame | None=None) -> None:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,24,"self._df = pd.DataFrame(columns=['lend_id', 'numero_desembolso'])",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,28,"def load_from_csv(self, path: str | Path, *, lend_id_col: str | None=None, numero_desembolso_col: str | None=None) -> 'LendIdMapper':",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,29,"df = pd.read_csv(path, dtype=str, low_memory=False)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,40,logger.warning('NumeroDesembolso column not found — using lend_id as-is'),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,44,"self._df = pd.concat([self._df, new_pairs], ignore_index=True).drop_duplicates(subset=['lend_id', 'numero_desembolso']).reset_index(drop=True)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,49,"def load_from_parquet(self, path: str | Path) -> 'LendIdMapper':",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,50,self._df = pd.read_parquet(path),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,54,"def save(self, path: str | Path) -> None:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,59,"def to_lend_id(self, numero_desembolso: str) -> str | None:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,62,"def to_numero_desembolso(self, lend_id: str) -> str | None:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,65,"def enrich_dataframe(self, df: pd.DataFrame, source_col: str, target_col: str, direction: str='auto') -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,70,df[target_col] = df[source_col].apply(lambda v: resolve_fn(str(v)) if pd.notna(v) else None),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,73,def _build_indices(self) -> None:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,77,def __len__(self) -> int:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,80,def __repr__(self) -> str:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,83,def _normalize_id(value: str) -> str:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/lend_id_mapper.py,84,"return re.sub('\\s+', '', str(value)).upper()",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,18,def _slugify(col: str) -> str:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,20,"return re.sub('[^a-z0-9 _]', '', col.strip().lower())",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,22,"def _rename_cols(df: pd.DataFrame, alias_map: dict[str, str]) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,30,"def _read_csv(path: Path, **kwargs) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,33,"return pd.read_csv(path, dtype=str, encoding='utf-8-sig', sep=sep, low_memory=False, **kwargs)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,42,"def __init__(self, source_tag: str='loan_tape', data_dir: str | Path='data/raw') -> None:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,46,"def load_all(self, data_dir: str | Path | None=None, *, loan_path: Optional[str | Path]=None, schedule_path: Optional[str | Path]=None, real_payment_path: Optional[str | Path]=None, customer_path: Optional[str | Path]=None, collateral_path: Optional[str | Path]=None) -> dict[str, pd.DataFrame]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,48,"tables: dict[str, pd.DataFrame] = {}",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,56,tables['dim_loan'] = pd.DataFrame(columns=DIM_LOAN_COLUMNS),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,61,tables['fact_schedule'] = pd.DataFrame(columns=FACT_SCHEDULE_COLUMNS),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,66,tables['fact_real_payment'] = pd.DataFrame(columns=FACT_REAL_PAYMENT_COLUMNS),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,76,"def load_loan_data(self, path: str | Path) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,83,"def load_schedule(self, path: str | Path) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,89,"def load_real_payment(self, path: str | Path) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,95,"def load_customer(self, path: str | Path) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,100,"def load_collateral(self, path: str | Path) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,106,"def _coerce_loan(self, df: pd.DataFrame) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,109,"df[col] = pd.to_datetime(df[col], errors='coerce')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,112,"df[col] = pd.to_numeric(df[col], errors='coerce')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,114,"df['term_months'] = pd.to_numeric(df['term_months'], errors='coerce').astype('Int64')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,117,"def _coerce_schedule(self, df: pd.DataFrame) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,119,"df['scheduled_date'] = pd.to_datetime(df['scheduled_date'], errors='coerce')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,122,"df[col] = pd.to_numeric(df[col], errors='coerce').fillna(0.0)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,124,"df['installment_number'] = pd.to_numeric(df['installment_number'], errors='coerce').astype('Int64')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,127,"def _coerce_payment(self, df: pd.DataFrame) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,129,"df['payment_date'] = pd.to_datetime(df['payment_date'], errors='coerce')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,132,"df[col] = pd.to_numeric(df[col], errors='coerce').fillna(0.0)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,135,"def _coerce_collateral(self, df: pd.DataFrame) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,137,"df['collateral_value'] = pd.to_numeric(df['collateral_value'], errors='coerce')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,141,"def _select(df: pd.DataFrame, columns: list[str]) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,144,return df[present + extra].reset_index(drop=True),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,147,"def _find(base: Path, names: tuple[str, ...]) -> Optional[Path]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/loan_tape_loader.py,149,p = base / name,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,17,dim_loan: pd.DataFrame,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,18,fact_schedule: pd.DataFrame,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,19,fact_real_payment: pd.DataFrame,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,20,fact_monthly_snapshot: pd.DataFrame,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,21,payment_reconciliation: pd.DataFrame,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,22,unmatched_records: pd.DataFrame,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,24,def _normalize_not_specified(value: object) -> bool:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,25,if value is None or pd.isna(value):,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,29,def _not_specified_mask(series: pd.Series) -> pd.Series:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,36,"def build_not_specified_log(df: pd.DataFrame, table_name: str) -> pd.DataFrame:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,39,return pd.DataFrame(columns=_EMPTY_COLS),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,40,mask_series: list[pd.Series] = [],inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,43,if pd.api.types.is_object_dtype(df[col]) or pd.api.types.is_string_dtype(df[col]):,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,45,detail_suffix_by_col[col] = 'no especificado/blank value',inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,48,detail_suffix_by_col[col] = 'null/NaT value',inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,52,return pd.DataFrame(columns=_EMPTY_COLS),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,53,"flagged_idx = pd.concat(mask_series, axis=1).stack()",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,56,return pd.DataFrame(columns=_EMPTY_COLS),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,58,"logger.warning(""Truncated not-specified log for table '%s' after %d records to keep ETL artifacts bounded."", table_name, MAX_NOT_SPECIFIED_LOG_ROWS)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,63,"return pd.DataFrame({'table_name': table_name, 'record_ref': row_refs, 'field_name': col_names, 'reason_code': 'not_specified', 'reason_detail': [f""Field '{c}' is not specified / {d}"" for c, d in zip(col_names, detail_suffixes)]})",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,65,"def reconcile_payments(fact_schedule: pd.DataFrame, fact_real_payment: pd.DataFrame, *, tolerance: float=0.01) -> tuple[pd.DataFrame, pd.DataFrame]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,68,"schedule['scheduled_date'] = pd.to_datetime(schedule['scheduled_date'], errors='coerce')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,69,"paid['payment_date'] = pd.to_datetime(paid['payment_date'], errors='coerce')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,70,"schedule['scheduled_total'] = pd.to_numeric(schedule['scheduled_total'], errors='coerce').fillna(0.0)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,71,"paid['paid_total'] = pd.to_numeric(paid['paid_total'], errors='coerce').fillna(0.0)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,72,excluded_rows_unmatched: list[pd.DataFrame] = [],inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,75,"sched_invalid = sched_invalid.assign(status='invalid_date', reason_code='invalid_scheduled_date', reason_detail='loan_id=' + sched_invalid['loan_id'].astype(str) + ', scheduled_total=' + sched_invalid['scheduled_total'].round(2).astype(str))",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,79,"paid_invalid = paid_invalid.assign(status='invalid_date', reason_code='invalid_payment_date', reason_detail='loan_id=' + paid_invalid['loan_id'].astype(str) + ', paid_total=' + paid_invalid['paid_total'].round(2).astype(str))",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,83,"sched_missing_loan = sched_missing_loan.assign(status='invalid_key', reason_code='missing_loan_id_schedule', reason_detail='loan_id=NaN, scheduled_date=' + sched_missing_loan['scheduled_date'].astype(str) + ', scheduled_total=' + sched_missing_loan['scheduled_total'].round(2).astype(str))",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,87,"paid_missing_loan = paid_missing_loan.assign(status='invalid_key', reason_code='missing_loan_id_payment', reason_detail='loan_id=NaN, payment_date=' + paid_missing_loan['payment_date'].astype(str) + ', paid_total=' + paid_missing_loan['paid_total'].round(2).astype(str))",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/src/zero_cost/local_migration_etl.py,89,"sched_agg = schedule.dropna(subset=['scheduled_date', 'loan_id']).groupby(['loan_id', 'scheduled_date'], as_index=False)['scheduled_total'].sum()",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
