path,classification,reviewed,contains_formula,contains_kpi_logic,contains_risk_logic,contains_duplicate_logic,status,evidence,notes
backend/python/tests/test_stress_test_api.py,TEST_ONLY,yes,yes,no,yes,no,PASS,"L4:def _payload() -> dict: | L5:return {'loans': [{'id': 'L1', 'borrower_id': 'B1', 'loan_amount': 1000.0, 'prin | L9:response = client.post('/analytics/stress-test', json=_payload())",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/tests/test_stress_test_openapi.py,TEST_ONLY,yes,yes,yes,no,no,PASS,L6:response = client.get('/openapi.json') | L9:assert '/analytics/stress-test' in spec['paths'] | L10:post = spec['paths']['/analytics/stress-test']['post'],Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/python/tests/test_time_utils.py,TEST_ONLY,yes,yes,no,no,no,PASS,L23:timestamp_str = '2024-01-28T10:30:00+00:00' | L31:timestamp_str = '2024-01-28T10:30:00Z' | L42:parse_iso_timestamp('not-a-timestamp'),Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/tests/test_unit_economics_api.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,"L8:def _make_loan(loan_id: str, principal_balance: float, loan_amount: float, inter | L14:def _mixed_portfolio() -> list[dict]: | L15:return [_make_loan('L1', 1000.0, 1000.0, 0.15, 'current', 0.0, 100.0, 100.0), _m",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/time_utils.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,L4:def get_utc_now() -> datetime: | L7:def get_iso_timestamp() -> str: | L10:def parse_iso_timestamp(timestamp_str: str) -> datetime:,Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/utils/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/python/utils/dashboard.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L4:KPI_LABEL_OVERRIDES = {'total_aum_usd': 'Total AUM (USD)', 'ltv_cac_ratio': 'LTV | L6:def format_percent(value: float | None) -> str: | L7:if value is None or pd.isna(value):",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/utils/normalization.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L4:def clean_numeric(series: pd.Series) -> pd.Series: | L8:numeric_ratio = pd.to_numeric(cleaned, errors='coerce').notna().mean() | L10:series = pd.to_numeric(series.astype(str).str.replace('[$,€%₡,]', '', regex=True",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/utils/usage_tracker.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L20:def to_dict(self) -> Dict[str, Any]: | L31:self.storage_path = repo_root / 'data' / 'usage_metrics' / 'usage_events.jsonl' | L38:def track(self, feature_name: str, action: str, user_id: Optional[str]=None, **m",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/validation.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L8:def _missing_columns(df: Any, columns: List[str]) -> List[str]: | L11:def _validate_numeric_column(df: pd.DataFrame, column: str, context_label: str)  | L17:coerced = pd.to_numeric(series, errors='coerce')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/src/agents/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/src/agents/llm_provider.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L9:def complete(self, messages: List[Dict[str, str]], **kwargs: Any) -> str: | L14:def __init__(self, model: str | None=None, temperature: float=0.0) -> None: | L18:model_name: str = model or os.getenv('OPENAI_MODEL', 'gpt-4o') or 'gpt-4o'",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/src/agents/monitoring/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/src/agents/monitoring/cost_tracker.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L21:def to_dict(self) -> Dict[str, Any]: | L32:def start_scenario(self, scenario_name: str) -> None: | L37:def track_agent_execution(self, agent_name: str, tokens_input: int=0, tokens_out",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/src/agents/monitoring/performance_tracker.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L21:def to_dict(self) -> Dict[str, Any]: | L33:def _validate_name(name: str, field_name: str) -> None: | L35:raise ValueError(f'{field_name} must be a non-empty string')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/src/agents/multi_agent/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/src/analytics/__init__.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L6:It is NOT the KPI Single Source of Truth.  Canonical KPI formulas live in: | L7:- backend.python.kpis.ssot_asset_quality  (PAR, NPL, asset-quality) | L8:- backend.python.kpis.engine              (KPIEngineV2)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/contracts/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/src/contracts/agent_schema.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,L7:def _utc_now_iso() -> str:,Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/src/contracts/mart_schema.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/src/contracts/metric_schema.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/src/contracts/raw_schema.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L25:def validate_non_empty(cls, value: str) -> str: | L53:""""""Canonical contract for a single Meta Ads (Facebook/Instagram) daily ad record | L55:One row = one ad × one day of delivery data. Aggregation to campaign/adset/accou",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/contracts/report_schema.py,ACTIVE_CANONICAL,yes,yes,yes,no,yes,PASS,"L4:by the narrative agent, API endpoints, and investor-facing surfaces. | L25:""""""Board-grade executive summary produced after each pipeline run."""""" | L38:""""""Investor-facing portfolio summary.""""""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/src/contracts/types.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/src/data_quality/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/src/data_quality/anomaly_detection.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L3:Uses simple Z-score and IQR methods; no heavy ML dependencies. | L20:""""""Report for a single column/metric anomaly scan."""""" | L31:series: pd.Series,",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/data_quality/blocking_policy.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L3:If any blocking-severity rule fails, the pipeline MUST NOT proceed to the | L4:agent/decision layer.  This enforces the hard rule: *No agent bypasses | L5:DQ / covenant / liquidity / policy blocks*.",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/src/data_quality/engine.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L16:def run_data_quality(loans_df: pd.DataFrame) -> dict[str, Any]: | L32:passed = total_checks - len(blocking_issues) - len(warnings) | L33:quality_score = round(passed / total_checks, 2) if total_checks else 1.0",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/data_quality/rules.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,L38:def register(rule: Rule) -> None: | L42:def find_missing_required_ids(loans_df: pd.DataFrame) -> list[str]: | L49:nulls = int(loans_df[col].isna().sum()),Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/data_quality/validators.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:""""""Built-in validators — concrete DQ checks for loan portfolio marts. | L3:Each validator is a function ``(pd.DataFrame) -> RuleResult`` that is | L4:auto-registered into the rule catalogue on import.",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/infrastructure/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/src/infrastructure/google_sheets_adapter.py,COMPATIBILITY_ONLY,yes,yes,no,no,no,PASS,"L12:_SCOPES = ['https://www.googleapis.com/auth/spreadsheets', 'https://www.googleap | L20:def __init__(self, credentials_path: str, spreadsheet_id: str) -> None: | L24:def fetch_desembolsos_raw(self) -> List[Dict[str, Any]]:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/src/infrastructure/meta_ads_adapter.py,COMPATIBILITY_ONLY,yes,yes,no,yes,no,PASS,L7:-------------------------------- | L8:META_ADS_ACCESS_TOKEN  – long-lived user or system-user access token | L12:--------------------------------,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/kpi_engine/__init__.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L1:""""""KPI Engine v3 — fintech-native metric computation modules. | L3:Complements the existing KPIEngineV2 in backend/python/kpis/engine.py. | L4:All functions operate on mart DataFrames (real data from Google Sheets).",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/src/kpi_engine/capital.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:""""""Capital-adequacy metrics — D/E, D/EBITDA, leverage, ROE, ROA, ROCE. | L23:) -> Dict[str, Any]: | L24:""""""D/E ratio.  Returns NaN-safe dict.""""""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/kpi_engine/cohorts.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L24:def _assign_dpd_bucket(dpd_series: pd.Series) -> pd.Series: | L26:dpd = pd.to_numeric(dpd_series, errors=""coerce"").fillna(0).clip(lower=0) | L27:result = pd.Series(""current"", index=dpd.index, dtype=str)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/kpi_engine/concentration.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:""""""Concentration metrics — HHI, top-N obligor exposure."""""" | L15:def compute_hhi(portfolio: pd.DataFrame) -> Dict[str, Any]: | L16:""""""Herfindahl-Hirschman Index by borrower.""""""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/kpi_engine/covenants.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:""""""Covenant metrics — eligible portfolio ratio, aging compliance, capital gap. | L4:actions upstream in the data-quality / orchestrator layer. | L21:portfolio: pd.DataFrame,",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/kpi_engine/engine.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L12:def _mr(metric_id: str, name: str, value: float, unit: str, mart: str, owner: st | L25:marts: dict[str, pd.DataFrame], | L27:) -> dict[str, Any]:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/kpi_engine/liquidity.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L18:def compute_liquidity_ratio(treasury: pd.DataFrame) -> Dict[str, Any]: | L19:""""""Liquidity ratio = cash_on_hand / total_portfolio_balance."""""" | L27:ratio = cash / portfolio if portfolio > 0 else 0.0",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/kpi_engine/portfolio_analytics.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L2:default by segment, max mora, pricing engine, and income/revenue calculation. | L5:- Identificar clientes con líneas < $100K con rotación ≤ 30 días | L6:- Dividir cartera en bloques de $100K",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/kpi_engine/revenue.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L8:def compute_net_yield(finance_mart: pd.DataFrame) -> float: | L11:income = finance_mart[""interest_income""].sum() + finance_mart[""fee_income""].sum( | L12:debt = finance_mart[""debt_balance""].mean()",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/kpi_engine/risk.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L20:def compute_par30(portfolio_mart: pd.DataFrame) -> float: | L23:total = portfolio_mart[""outstanding_principal""].fillna(0).sum() | L27:portfolio_mart[""days_past_due""].fillna(0) >= 30,",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/kpi_engine/unit_economics.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L11:def compute_avg_ticket(sales_mart: pd.DataFrame) -> float: | L14:return float(sales_mart[""approved_ticket""].dropna().mean() or 0.0) | L17:def compute_win_rate(sales_mart: pd.DataFrame) -> float:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/marts/__init__.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L1:""""""Data marts — decision-grade domain tables built from canonical portfolio Data | L3:from backend.src.marts import (  # noqa: F401 — re-export individual mart module",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/src/marts/build_all_marts.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L13:def build_all_marts(canonical_bundle: dict[str, Any]) -> dict[str, Any]: | L16:If the bundle contains a pre-built canonical DataFrame (key ``""df""``), | L20:# New path: unified DataFrame from transformation phase",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/marts/builder.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L1:""""""Mart builder — constructs all domain marts from the canonical portfolio DataF | L3:Marts are the ONLY approved inputs for the KPI engine and agent layer. | L23:def _safe_decimal(series: pd.Series, default: float = 0.0) -> pd.Series:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/marts/collections_mart.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L10:def build(df: pd.DataFrame) -> pd.DataFrame: | L11:""""""Build collections mart from canonical transformed DataFrame."""""" | L29:return pd.DataFrame(cols)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/marts/finance_mart.py,ACTIVE_CANONICAL,yes,yes,no,yes,yes,PASS,"L10:def _series_or_zero(df: pd.DataFrame, column: str) -> pd.Series: | L12:return pd.to_numeric(df[column], errors=""coerce"").fillna(0.0) | L13:return pd.Series(0.0, index=df.index, dtype=float)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/marts/marketing_mart.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L12:def build(df: pd.DataFrame) -> pd.DataFrame: | L13:""""""Build marketing mart from canonical transformed DataFrame."""""" | L27:return pd.DataFrame(cols)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/marts/portfolio_mart.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L7:(-1, ""current""), | L16:def _dpd_bucket(days_past_due: int | float | None) -> str: | L17:if days_past_due is None or pd.isna(days_past_due):",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/marts/sales_mart.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L6:def build_sales_mart(leads_df: pd.DataFrame) -> pd.DataFrame: | L9:df[""created_at""] = pd.to_datetime(df[""created_at""], errors=""coerce"") | L11:df[""closed_at""] = pd.to_datetime(df[""closed_at""], errors=""coerce"")",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/marts/treasury_mart.py,ACTIVE_CANONICAL,yes,yes,no,yes,yes,PASS,"L1:""""""Treasury mart — aggregate cash & liquidity metrics (single row)."""""" | L13:def build(df: pd.DataFrame) -> pd.DataFrame: | L14:""""""Build treasury mart from canonical transformed DataFrame.""""""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/pipeline/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/src/pipeline/calculation.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L11:from backend.python.kpis.ltv import calculate_ltv_sintetico | L25:def _quartile_fallback_labels(x_fallback: np.ndarray, metrics: Dict[str, Any]) - | L26:logger.info('HDBSCAN not available — using quartile-based fallback labels.')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/pipeline/config.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L6:def _load_required_yaml_dict(file_path: Path, label: str) -> Dict[str, Any]: | L9:with open(file_path, 'r', encoding='utf-8') as file_handle: | L31:def load(cls, config_path: Optional[Path]=None) -> 'PipelineConfig':",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/src/pipeline/decision_phase.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L3:Bridges the existing 4-phase pipeline with the new decision agent | L7:This phase is *non-blocking* — if it fails, the pipeline still | L8:succeeds (Phases 1-4 already completed).",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/pipeline/ingestion.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L12:_GSHEETS_URI_PREFIX = 'gsheets://' | L19:def execute(self, input_path: Optional[Path]=None, run_dir: Optional[Path]=None) | L33:output_path = run_dir / 'raw_data.parquet'",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/pipeline/orchestrator.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L29:_GSHEETS_URI_PREFIX = 'gsheets://' | L32:logger.info('%s', '=' * 80) | L34:logger.info('%s', '=' * 80)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/pipeline/output.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L33:""cost_of_risk"", | L34:""cure_rate"", | L36:""default_rate"",",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/pipeline/transformation.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L71:MISSING_NUMERIC_INDICATOR: int = -999 | L89:STRUCTURAL_EMPTY_MARKERS: Set[str] = {"""", ""nan"", ""none"", ""null"", ""missing"", ""n/a | L114:self.date_format = type_config.get(""date_format"", ""%Y-%m-%d"")",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/pipeline/utils.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L5:def format_error_response(error: Exception) -> Dict[str, Any]:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/src/scenario_engine/__init__.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L1:""""""Scenario engine — base/downside/stress projections from real portfolio data.""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/src/scenario_engine/assumptions.py,ACTIVE_CANONICAL,yes,yes,no,no,yes,PASS,"L1:""""""Scenario assumptions — loads and validates YAML-driven scenario parameters. | L13:_DEFAULT_CONFIG = Path(__file__).resolve().parents[3] / ""config"" / ""scenarios"" / | L16:def load_assumptions(config_path: Optional[Path] = None) -> Dict[str, Any]:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/src/scenario_engine/base_case.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L1:""""""Base-case scenario — status-quo projection with no shocks. | L16:def run(current_metrics: Dict[str, Any]) -> ScenarioResult: | L17:""""""Project metrics under base-case assumptions.""""""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/scenario_engine/downside_case.py,ACTIVE_CANONICAL,yes,yes,no,no,yes,PASS,"L1:""""""Downside-case scenario — moderate adverse conditions. | L16:_RISK_METRICS = {""par_30"", ""par_60"", ""par_90"", ""npl_ratio"", ""default_rate""} | L19:def run(current_metrics: Dict[str, Any]) -> ScenarioResult:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/src/scenario_engine/engine.py,ACTIVE_CANONICAL,yes,yes,yes,no,yes,PASS,"L1:""""""Scenario engine — project base / downside / stress from real portfolio metric | L3:All projections start from actual KPI values and apply multipliers; no | L5:``config/scenarios/scenario_assumptions.yaml``.",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/src/scenario_engine/stress_case.py,ACTIVE_CANONICAL,yes,yes,no,no,yes,PASS,"L1:""""""Stress-case scenario — severe adverse conditions. | L16:_RISK_METRICS = {""par_30"", ""par_60"", ""par_90"", ""npl_ratio"", ""default_rate""} | L19:def run(current_metrics: Dict[str, Any]) -> ScenarioResult:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/src/semantic/__init__.py,ACTIVE_CANONICAL,yes,no,yes,no,no,PASS,,Contains KPI/metric vocabulary.
backend/src/semantic/business_dimensions.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L58:description=""Derived: 0, 1-30, 31-60, 61-90, 90+"", | L65:description=""Derived: YYYY-MM from origination_date"", | L89:def get_dimension(dim_id: str) -> Optional[Dimension]:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/semantic/metric_contracts.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L4:for use in the KPI engine output and agent consumption layer. | L18:RATIO = ""ratio"" | L28:""""""Warning / critical thresholds for a metric.""""""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/src/semantic/metrics_registry.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L10:def load_metric_registry(path: str | Path) -> dict[str, Any]: | L11:with open(path, ""r"", encoding=""utf-8"") as handle: | L19:unit: str = ""ratio""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/src/semantic/semantic_resolver.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:""""""Semantic resolver — answer metric + dimension queries against mart data. | L3:The resolver sits between raw KPI engine output and the agent/frontend layer. | L25:""""""Resolve metric queries by joining KPI engine output with the registry",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/utils/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/src/utils/config_loader.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L8:def load_config(config_path: str) -> Dict[str, Any]: | L12:with open(config_path, 'r', encoding='utf-8') as f: | L31:raise ValueError('Supabase URL/Key must be set in config/pipeline.yml or environ",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/zero_cost/__init__.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L1:""""""ACTIVE_CANONICAL — Zero-cost migration & Control-de-Mora loan-tape path. | L3:This package implements the loan-tape ingestion, monthly snapshot ETL, XIRR | L4:calculations, and star-schema export used by the zero-cost migration workflow.",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/src/zero_cost/control_mora_adapter.py,COMPATIBILITY_ONLY,yes,yes,no,yes,no,PASS,"L14:def _slugify(col: str) -> str: | L15:return re.sub('[^a-z0-9_]', '', col.strip().lower().replace(' ', '_')) | L19:def __init__(self, snapshot_month: Optional[str]=None, encoding: str='utf-8-sig'",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/zero_cost/crosswalk.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L21:def _normalize(s: str) -> str: | L25:return re.sub('[^A-Z0-9]', '', ascii_) | L27:def _name_score(a: str, b: str) -> float:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/zero_cost/exporter.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L13:def __init__(self, output_dir: str | Path='exports', write_csv: bool=True) -> No | L19:def export_tables(self, tables: dict[str, pd.DataFrame], *, skip_internal_keys:  | L23:if isinstance(df, pd.DataFrame) and (not df.empty):",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/zero_cost/fuzzy_matcher.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L19:def _normalize_name(name: str) -> str: | L23:cleaned = re.sub('[^A-Z0-9\\s]', ' ', upper) | L24:return re.sub('\\s+', ' ', cleaned).strip()",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/src/zero_cost/lend_id_mapper.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L11:def _find_col(df: pd.DataFrame, candidates: list[str]) -> Optional[str]: | L19:def __init__(self, mapping_df: pd.DataFrame | None=None) -> None: | L24:self._df = pd.DataFrame(columns=['lend_id', 'numero_desembolso'])",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/zero_cost/loan_tape_loader.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L18:def _slugify(col: str) -> str: | L20:return re.sub('[^a-z0-9 _]', '', col.strip().lower()) | L22:def _rename_cols(df: pd.DataFrame, alias_map: dict[str, str]) -> pd.DataFrame:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/zero_cost/local_migration_etl.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,L17:dim_loan: pd.DataFrame | L18:fact_schedule: pd.DataFrame | L19:fact_real_payment: pd.DataFrame,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/zero_cost/monthly_snapshot.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L12:def __init__(self, par_thresholds: list[int] | None=None, currency_col: str='cur | L16:def build(self, loans_df: pd.DataFrame, as_of_month: str | date | None=None, pay | L26:df['is_overdue'] = df['dpd'].fillna(0) > 0",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/src/zero_cost/pipeline_router.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L12:_PIVOT_MONTH = pd.Timestamp('2026-02-01') | L16:def __init__(self, pivot_month: str | pd.Timestamp=_PIVOT_MONTH, loan_tape_loade | L17:self.pivot_month = pd.Timestamp(pivot_month)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
