id,severity,file,line,logic,why_dangerous,correct_behavior
CF-0719,HIGH,backend/src/kpi_engine/revenue.py,97,"actual_val = float(actual_by_month.get(month, 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0720,MEDIUM,backend/src/kpi_engine/revenue.py,109,"gap_pct = round(gap_usd / target_val * 100, 2)",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0721,MEDIUM,backend/src/kpi_engine/revenue.py,110,attainment = actual_val / target_val,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0722,HIGH,backend/src/kpi_engine/risk.py,23,"total = portfolio_mart[""outstanding_principal""].fillna(0).sum()",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0723,HIGH,backend/src/kpi_engine/risk.py,27,"portfolio_mart[""days_past_due""].fillna(0) >= 30,",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0724,MEDIUM,backend/src/kpi_engine/risk.py,30,return float(overdue / total),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0725,HIGH,backend/src/kpi_engine/risk.py,36,"total = portfolio_mart[""outstanding_principal""].fillna(0).sum()",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0726,HIGH,backend/src/kpi_engine/risk.py,40,"portfolio_mart[""days_past_due""].fillna(0) >= 60,",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0727,MEDIUM,backend/src/kpi_engine/risk.py,43,return float(overdue / total),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0728,HIGH,backend/src/kpi_engine/risk.py,49,"total = portfolio_mart[""outstanding_principal""].fillna(0).sum()",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0729,HIGH,backend/src/kpi_engine/risk.py,53,"portfolio_mart[""days_past_due""].fillna(0) >= 90,",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0730,MEDIUM,backend/src/kpi_engine/risk.py,56,return float(overdue / total),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0731,HIGH,backend/src/kpi_engine/risk.py,85,"df[""ead""] = df[""outstanding_principal""].fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0732,MEDIUM,backend/src/kpi_engine/risk.py,141,df: DataFrame with loan/client data.,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0733,HIGH,backend/src/kpi_engine/risk.py,154,"balance = pd.to_numeric(result[balance_col], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0734,HIGH,backend/src/kpi_engine/risk.py,198,"df[dpd_col] = pd.to_numeric(df[dpd_col], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0735,MEDIUM,backend/src/kpi_engine/risk.py,229,4. Client type classification (Nuevo/Recurrente/Recuperado).,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0736,HIGH,backend/src/kpi_engine/unit_economics.py,14,"return float(sales_mart[""approved_ticket""].dropna().mean() or 0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0737,MEDIUM,backend/src/kpi_engine/unit_economics.py,24,return float(wins / total),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0738,MEDIUM,backend/src/kpi_engine/unit_economics.py,43,"ARPU(segment, month) = total_revenue(segment, month) / unique_customers(segment, month)",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0739,MEDIUM,backend/src/kpi_engine/unit_economics.py,45,Segments follow the platform convention: Nimal / Gob / OC / Top.,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0740,MEDIUM,backend/src/kpi_engine/unit_economics.py,56,when a revenue/interest mart is joined upstream.,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0741,HIGH,backend/src/kpi_engine/unit_economics.py,80,"df[revenue_col] = pd.to_numeric(df[revenue_col], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0742,MEDIUM,backend/src/kpi_engine/unit_economics.py,156,# Per-customer first/last origination,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0743,MEDIUM,backend/src/kpi_engine/unit_economics.py,222,"one (only one loan in the system, or all their loans start at/after the",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0744,HIGH,backend/src/kpi_engine/unit_economics.py,322,"weights = pd.to_numeric(df.get(weight_col, pd.Series(dtype=float)), errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0745,HIGH,backend/src/kpi_engine/unit_economics.py,330,"values = pd.to_numeric(df[metric], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0746,HIGH,backend/src/kpi_engine/unit_economics.py,365,"credit_line = pd.to_numeric(df[credit_line_field], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0747,HIGH,backend/src/kpi_engine/unit_economics.py,366,"loan_amount = pd.to_numeric(df[loan_amount_field], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0748,HIGH,backend/src/kpi_engine/unit_economics.py,371,.fillna(0.0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0749,MEDIUM,backend/src/marts/builder.py,89,"""""""Finance / P&L mart — revenue, cost, margin per loan.""""""",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0750,MEDIUM,backend/src/marts/builder.py,107,"""""""Sales / CRM mart — origination funnel and seller performance.""""""",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0751,MEDIUM,backend/src/marts/builder.py,181,"""""""Marketing / acquisition mart — channel performance.""""""",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0752,HIGH,backend/src/marts/finance_mart.py,12,"return pd.to_numeric(df[column], errors=""coerce"").fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0753,HIGH,backend/src/marts/finance_mart.py,50,"rate = pd.to_numeric(df[rate_column], errors=""coerce"").fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0754,HIGH,backend/src/marts/finance_mart.py,66,"rate = pd.to_numeric(df[rate_col], errors=""coerce"").fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0755,MEDIUM,backend/src/marts/finance_mart.py,67,return outstanding * rate / 12,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0756,MEDIUM,backend/src/marts/finance_mart.py,77,"warn_message=""finance_mart: missing fee income/rate inputs; defaulting fee income to 0.0"",",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0757,MEDIUM,backend/src/marts/finance_mart.py,88,"warn_message=""finance_mart: missing funding cost/rate inputs; defaulting funding_cost to 0.0"",",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0758,MEDIUM,backend/src/marts/finance_mart.py,103,"""finance_mart: missing provision/default inputs; defaulting provision_expense to 0.0""",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0759,HIGH,backend/src/marts/finance_mart.py,106,"default_flag = pd.to_numeric(df[default_flag_col], errors=""coerce"").fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0760,HIGH,backend/src/marts/finance_mart.py,107,"lgd = pd.to_numeric(df[lgd_col], errors=""coerce"").fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0761,HIGH,backend/src/marts/marketing_mart.py,152,"df[balance_col] = pd.to_numeric(df[balance_col], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0762,MEDIUM,backend/src/marts/marketing_mart.py,176,"""share_pct"": round(bal / total_balance * 100, 2),",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0763,HIGH,backend/src/pipeline/calculation.py,187,"work['tpv'] = pd.to_numeric(work[amount_col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0764,HIGH,backend/src/pipeline/calculation.py,206,"period_df['tpv'] = pd.to_numeric(period_df['tpv'], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0765,HIGH,backend/src/pipeline/calculation.py,212,"tpv_new = round(sum((float(tpv_by_client.get(client, 0.0)) for client in new_clients)), 2)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0766,HIGH,backend/src/pipeline/calculation.py,213,"tpv_recurrent = round(sum((float(tpv_by_client.get(client, 0.0)) for client in recurrent_clients)), 2)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0767,HIGH,backend/src/pipeline/calculation.py,214,"tpv_recovered = round(sum((float(tpv_by_client.get(client, 0.0)) for client in recovered_clients)), 2)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0768,HIGH,backend/src/pipeline/calculation.py,310,"work[balance_col] = pd.to_numeric(work[balance_col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0769,HIGH,backend/src/pipeline/calculation.py,312,"work[dpd_col] = pd.to_numeric(work[dpd_col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0770,HIGH,backend/src/pipeline/calculation.py,343,"raw_dpd = pd.to_numeric(grp[dpd_col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0771,HIGH,backend/src/pipeline/calculation.py,381,"work['_ead'] = pd.to_numeric(work[balance_col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0772,HIGH,backend/src/pipeline/calculation.py,382,"work['_dpd'] = pd.to_numeric(work[dpd_col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0773,HIGH,backend/src/pipeline/calculation.py,437,"work['_bal'] = pd.to_numeric(work[balance_col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0774,HIGH,backend/src/pipeline/calculation.py,438,"work['_dpd'] = pd.to_numeric(work[dpd_col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0775,MEDIUM,backend/src/pipeline/calculation.py,480,"""""""Calculate vintage/cohort analysis by origination month.""""""",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0776,HIGH,backend/src/pipeline/calculation.py,495,"work['_bal'] = pd.to_numeric(work[balance_col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0777,HIGH,backend/src/pipeline/calculation.py,499,"work['_dpd'] = pd.to_numeric(work[dpd_col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0778,HIGH,backend/src/pipeline/calculation.py,541,"work['_bal'] = pd.to_numeric(work[balance_col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0779,MEDIUM,backend/src/pipeline/calculation.py,549,shares = obligor_bal / total_bal,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0780,HIGH,backend/src/pipeline/calculation.py,586,"nominal = pd.to_numeric(df['valor_nominal_factura'], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0781,HIGH,backend/src/pipeline/calculation.py,587,"dilution = pd.to_numeric(df['tasa_dilucion'], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0782,MEDIUM,backend/src/pipeline/config.py,35,raise FileNotFoundError(f'Configuration file not found: {config_path}\nPlease create config/pipeline.yml with pipeline settings.'),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0783,MEDIUM,backend/src/pipeline/ingestion.py,82,raise RuntimeError('No input file provided. API ingestion was deprecated and dummy/sample fallback is disabled. Pass --input with a real dataset.'),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0784,MEDIUM,backend/src/pipeline/ingestion.py,103,raise ValueError('CRITICAL: Google Sheets ingestion enabled but credentials_path/spreadsheet_id are missing. Set google_sheets config or environment variables.'),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0785,HIGH,backend/src/pipeline/orchestrator.py,105,"results['phase_metrics'][phase_name] = {'status': phase_results.get('status'), 'duration_seconds': phase_results.get('duration_seconds', 0.0)}",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0786,MEDIUM,backend/src/pipeline/orchestrator.py,141,run_dir = self.base_log_dir / run_id,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0787,MEDIUM,backend/src/pipeline/orchestrator.py,296,"parser = argparse.ArgumentParser(description='Unified 4-Phase Data Pipeline (Ingestion → Transformation → Calculation → Output)', formatter_class=argparse.RawDescriptionHelpFormatter, epilog='Examples:\n  # Run full pipeline with a specific CSV input file\n  python scripts/data/run_data_pipeline.py --input /path/to/your/data.csv\n\n  # Live mode (alias for full - all 4 phases)\n  python scripts/data/run_data_pipeline.py --mode live --input data/samples/loans_sample_data_20260202.csv\n\n  # Valid",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0788,MEDIUM,backend/src/pipeline/orchestrator.py,298,"parser.add_argument('--config', type=str, default='config/pipeline.yml', help='Path to pipeline.yml config (default: config/pipeline.yml)')",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0789,MEDIUM,backend/src/pipeline/orchestrator.py,299,"parser.add_argument('--mode', choices=['full', 'live', 'validate', 'dry-run'], default='full', help='Execution mode: full/live (all phases), validate (stop after transformation), dry-run (stop after ingestion)')",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0790,MEDIUM,backend/src/pipeline/output.py,63,Recognises ``1/true/yes/on`` as ``True`` and ``0/false/no/off`` as,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0791,MEDIUM,backend/src/pipeline/output.py,354,output_path = run_dir / filename,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0792,MEDIUM,backend/src/pipeline/output.py,363,"logger.debug(""Segment snapshot skipped: no clean/transformed parquet in %s"", run_dir)",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0793,MEDIUM,backend/src/pipeline/output.py,412,candidate_path = run_dir / candidate,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0794,HIGH,backend/src/pipeline/output.py,437,"working[""__balance""] = pd.to_numeric(working[balance_col], errors=""coerce"").fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0795,HIGH,backend/src/pipeline/output.py,444,"pd.to_numeric(working[dpd_col], errors=""coerce"").fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0796,MEDIUM,backend/src/pipeline/output.py,461,interest_rate = interest_rate / 100.0,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0797,MEDIUM,backend/src/pipeline/output.py,477,"missing_markers = {"""", ""nan"", ""none"", ""null"", ""n/a"", ""missing"", ""unknown""}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0798,MEDIUM,backend/src/pipeline/output.py,548,"return delinquent_outstanding / balance_sum * Decimal(""100"")",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0799,MEDIUM,backend/src/pipeline/output.py,555,"return Decimal(defaulted_count) / Decimal(loan_count) * Decimal(""100"")",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0800,HIGH,backend/src/pipeline/output.py,1027,"if canonical_risk.get(""opaque_ratio_rows"", 0):",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0801,HIGH,backend/src/pipeline/output.py,1029,"canonical_risk.get(""opaque_ratio_rows"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0802,MEDIUM,backend/src/pipeline/transformation.py,89,"STRUCTURAL_EMPTY_MARKERS: Set[str] = {"""", ""nan"", ""none"", ""null"", ""missing"", ""n/a""}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0803,MEDIUM,backend/src/pipeline/transformation.py,310,"""Overwrote current_balance with outstanding_balance (due to high null/zero rate)""",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0804,MEDIUM,backend/src/pipeline/transformation.py,385,"numeric_rate <= 1, numeric_rate / 100",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0805,MEDIUM,backend/src/pipeline/transformation.py,575,term_months_from_days = (term_days / 30.0).round(2),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0806,MEDIUM,backend/src/pipeline/transformation.py,576,# Ensure all components are plain float64 to avoid Int64/object cast errors,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0807,HIGH,backend/src/pipeline/transformation.py,741,).fillna(0.0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0808,MEDIUM,backend/src/pipeline/transformation.py,772,exposure.loc[valid_limit_mask] / credit_limit.loc[valid_limit_mask] * 100,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0809,HIGH,backend/src/pipeline/transformation.py,873,).fillna(0.0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0810,MEDIUM,backend/src/pipeline/transformation.py,894,principal_base.loc[valid_term_days] / term_days.loc[valid_term_days] * 30,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0811,HIGH,backend/src/pipeline/transformation.py,904,).fillna(0.0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0812,HIGH,backend/src/pipeline/transformation.py,937,"df[""tpv""] = final_tpv.fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0813,HIGH,backend/src/pipeline/transformation.py,1041,"df[col] = df[col].fillna(self.fill_values.get(""numeric"", 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0814,MEDIUM,backend/src/pipeline/transformation.py,1059,null_pct = null_count / total_rows * 100,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0815,HIGH,backend/src/pipeline/transformation.py,1073,df[col] = df[col].fillna(0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0816,HIGH,backend/src/pipeline/transformation.py,1085,df[col] = df[col].fillna(0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0817,HIGH,backend/src/pipeline/transformation.py,1095,df[col] = df[col].fillna(0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0818,MEDIUM,backend/src/pipeline/transformation.py,1372,"df[""interest_rate""] = rates / 100",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0819,MEDIUM,backend/src/pipeline/transformation.py,1377,"median_rate / 100,",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0820,HIGH,backend/src/pipeline/transformation.py,1411,dpd_safe = dpd.fillna(0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0821,HIGH,backend/src/pipeline/transformation.py,1484,"dpd = row.get(""dpd"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0822,MEDIUM,backend/src/pipeline/transformation.py,1651,z_scores = np.abs((non_null - mean) / std),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0823,MEDIUM,backend/src/scenario_engine/__init__.py,1,"""""""Scenario engine — base/downside/stress projections from real portfolio data.""""""",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0824,MEDIUM,backend/src/scenario_engine/engine.py,1,"""""""Scenario engine — project base / downside / stress from real portfolio metrics.",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0825,MEDIUM,backend/src/scenario_engine/engine.py,5,``config/scenarios/scenario_assumptions.yaml``.,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0826,MEDIUM,backend/src/scenario_engine/engine.py,58,"""""""Project portfolio metrics under base / downside / stress assumptions.",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0827,MEDIUM,backend/src/semantic/metric_contracts.py,28,"""""""Warning / critical thresholds for a metric.""""""",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0828,MEDIUM,backend/src/semantic/semantic_resolver.py,3,The resolver sits between raw KPI engine output and the agent/frontend layer.,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0829,MEDIUM,backend/src/utils/config_loader.py,31,raise ValueError('Supabase URL/Key must be set in config/pipeline.yml or environment variables.'),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0830,MEDIUM,backend/src/zero_cost/__init__.py,8,Tests:     tests/zero_cost/,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0831,MEDIUM,backend/src/zero_cost/__init__.py,11,The main pipeline handles CSV/Supabase general ingest; this package handles,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0832,MEDIUM,backend/src/zero_cost/exporter.py,61,parquet_path = self.output_dir / f'{name}.parquet',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0833,MEDIUM,backend/src/zero_cost/exporter.py,66,csv_path = self.output_dir / f'{name}.csv',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0834,MEDIUM,backend/src/zero_cost/fuzzy_matcher.py,109,"matches = difflib.get_close_matches(query, choices, n=1, cutoff=self.threshold / 100)",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0835,MEDIUM,backend/src/zero_cost/loan_tape_loader.py,42,"def __init__(self, source_tag: str='loan_tape', data_dir: str | Path='data/raw') -> None:",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0836,HIGH,backend/src/zero_cost/loan_tape_loader.py,122,"df[col] = pd.to_numeric(df[col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0837,HIGH,backend/src/zero_cost/loan_tape_loader.py,132,"df[col] = pd.to_numeric(df[col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0838,MEDIUM,backend/src/zero_cost/loan_tape_loader.py,149,p = base / name,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0839,MEDIUM,backend/src/zero_cost/local_migration_etl.py,45,detail_suffix_by_col[col] = 'no especificado/blank value',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0840,MEDIUM,backend/src/zero_cost/local_migration_etl.py,48,detail_suffix_by_col[col] = 'null/NaT value',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0841,HIGH,backend/src/zero_cost/local_migration_etl.py,70,"schedule['scheduled_total'] = pd.to_numeric(schedule['scheduled_total'], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0842,HIGH,backend/src/zero_cost/local_migration_etl.py,71,"paid['paid_total'] = pd.to_numeric(paid['paid_total'], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0843,HIGH,backend/src/zero_cost/local_migration_etl.py,92,merged['scheduled_total'] = merged['scheduled_total'].fillna(0.0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0844,HIGH,backend/src/zero_cost/local_migration_etl.py,93,merged['paid_total'] = merged['paid_total'].fillna(0.0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0845,MEDIUM,backend/src/zero_cost/local_migration_etl.py,112,self.loader = LoanTapeLoader(data_dir='data/raw'),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0846,HIGH,backend/src/zero_cost/local_migration_etl.py,121,"dim_loan['original_principal'] = pd.to_numeric(dim_loan['original_principal'], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0847,HIGH,backend/src/zero_cost/local_migration_etl.py,125,"dim_loan['interest_rate'] = pd.to_numeric(dim_loan['interest_rate'], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0848,MEDIUM,backend/src/zero_cost/local_migration_etl.py,157,"parser.add_argument('--loan-tape-dir', default='data/raw', help='Directory with loan tape CSV files')",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0849,MEDIUM,backend/src/zero_cost/local_migration_etl.py,160,"parser.add_argument('--output-dir', default='exports/local_star', help='Output directory')",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0850,MEDIUM,backend/src/zero_cost/local_migration_etl.py,165,csv_path = output_dir / f'{name}.csv',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0851,MEDIUM,backend/src/zero_cost/local_migration_etl.py,166,parquet_path = output_dir / f'{name}.parquet',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
